	Title	Author	Publication	Format	ISBN	Series	Physical Details
5727	Data structures using Java  	Buell, Duncan A.	Burlington, Mass.		9781449628079 (pbk.) 1449628079 (pbk.)		xvi, 391 p.
5728	Fundamentals of data structures in C++  	Horowitz, Ellis.	Summit, NJ		0929306376 (alk. paper) 9780929306377 (alk. paper)		xxi, 694 p.
5729	Standard-based data and information systems for earth observation 	Di, Liping. | Ramapriyan, H. K.	Berlin ; Springer-Verlag, Â©2010.	Electronic books.	9783540882640 3540882642	Lecture notes in geoinformation and cartography.	1 online resource.
5730	Evolutionary algorithms in engineering applications  	Dasgupta, D. | Michalewicz, Zbigniew.	Berlin		3540620214 (alk. paper)		xxi, 554 p.
5731	Artificial intelligence in engineering  edited by Graham Winstanley. 	Winstanley, Graham.	Chichester, West Sussex, England ; J. Wiley, c1990.		0471926035		xxi, 434 p.
5732	An expert system for financial statements planning  	Back, Barbro.	Ãbo		9519498923		viii, 186 p. ; 25 cm.
5733	Decision support and expert systems : managerial perspectives  	Turban, Efraim.	New York		002421650X	Macmillan series in information systems.	xxi, 697 p.
5734	Decision support and expert systems : management support systems  	Turban, Efraim.	New York		0024216631	Macmillan series in information systems.	xviii, 846 p.
5735	Decision support and expert systems : management support systems  	Turban, Efraim.	New York		0024216917		1 v. (various pagings)
5736	Business engineering with object technology  	Taylor, David A., 1943-	New York		0471045217 (acid-free paper)		188 p.
5738	The abc of Basic : an introduction to programming for librarians  	Hunter, Eric J.	London		085157355X		120 p.
5739	Anhlo-ukraÃ¯nsÊ¹kyÄ­ slovnyk-dovidnyk skorochenÊ¹ z haluzi kompÊ¹iï¸ uï¸¡ternoÃ¯ tekhniky  	Karachun, V. Iï¸ Aï¸¡. (ValeriÄ­ Iï¸ Aï¸¡kovych)	KyÃ¯v		9667293173		158 p. ; 20 cm.
5740	Coordinating distributed objects : an actor-based approach to synchronization  	FrÃ¸lund, Svend.	Cambridge, Mass.		0262061880 (hb		xxii, 195 p.
5741	Use of expert systems in management accounting  	Boer, Germain B., 1937-	Montvale, NJ		0866411739		xi, 55 p
5742	COBOL programming : an introduction for librarians  	Brophy, Peter	London		0208015272		153 p.
5743	Digital money : the new era of Internet commerce  	Lynch, Daniel C.	New York		047114178X (pbk.		xvi, 285 p.
5744	Expert system applications to telecommunications  	Liebowitz, Jay.	New York		0471624594		xiv, 371 p. ; 24 cm.
5746	Introduction to automation for librarians  	Saffady, William, 1944-	Chicago		083890386X		viii, 304 p.
5747	Automating library procedures : a survivor's handbook  	Lovecy, Ian.	London		0853655162		viii, 247 p.
5749	Practical current awareness services from libraries  	Whitehall, T.	Aldershot, Hants, England ; Gower, c1986.		0566035197		x, 109 p. ; 22 cm.
5751	SPSSPC+ made simple  	Hedderson, John.	San Rafael, CA		0534143768		xvi, 271 p.
5752	Neural networks for signal processing  	Kosko, Bart	Englewood Cliffs, NJ		013617390X		xv, 399 p.
5753	VLSI theory  	Preparata, Franco P.	Greenwich, Conn.		0892324619	Advances in computing research ; v. 2	xvi, 284 p.
5755	Expert systems in strategic market management  	Walden, Pirkko.	Ãbo		9529616155		iv, 383 p.
5756	Expert systems : applications to urban planning  	Kim, Tschangho John.	New York		0387971718		xiv, 268 p.
5758	Expert systems in process control  	JoviÄ. Fran.	London ; Chapman & Hall, 1992.		0412397307 0442314574 (U.S.)		xvi, 175 p.
5759	Expert systems in exploration  	Simaan, Marwan | Aminzadeh, Fred	Tulsa, Okla.		1560800232	Geophysical development series. v. 3	vi, 244 p.
5760	The object technology revolution  	Guttman, Michael.	New York		0471606790		xvii, 184 p.
5762	Algorithmen und Datenstrukturen  	Wirth, Niklaus.	Stuttgart		3519022508	Leitfaden und Monographien der Informatik	320 p.
5763	Statistische Fragestellungen bei einem Expertensystem zur explorativen Datenanalyse  	Gebhardt, Friedrich.	Sankt Augustin		3884571370	GMD-Studien, Nr. 137 0170-8120 ;	123 p. ; 30 cm.
5764	LISREL issues, debates, and strategies  	Hayduk, Leslie Alec.	Baltimore		0801853362 (hc		xxii, 256 p.
5765	OSIRIS architecture and design 	Rattenbury, Judith.	Ann Arbor, Survey Research Center, University of Michigan, 1973.		0879441461		xi, 305 p. illus. 26 cm.
5766	Managing library automation  	Clayton, Marlene, 1951-	Aldershot, Hants, England ; Gower Pub. Co., c1987.		0566035294		xiv, 239 p.
5767	Text mining with the WEBSOM  	Lagus, Krista.	Espoo		951666556X	Acta polytechnica Scandinavica. Mathematics and computing series no. 110	54 p. ; 25 cm.
5768	An approach to knowledge representation and reasoning for product configuration tasks  	Soininen, Timo	Espoo		9516665608	Acta polytechnica Scandinavica. Mathematics and computing series no. 111	114 p. ; 25 cm.
5769	An object-oriented mathematical modelling system  	Lahdelma, Risto.	Helsinki		9516664113 9789516664111	Acta polytechnica Scandinavica. Mathematics and computing in engineering series, no. 66 1237-2404 ;	77 p.
5770	Neural networks in telecommunications  	Ansari, Nirwan, | Yuhas, Ben,	Boston		0792394178 (alk. paper)		xiv, 369 p.
5771	Computer-aided experimentation : interfacing to minicomputers  	Finkel, Jules.	New York		0471258849		xviii, 422 p.
5773	Cryptonomicon  	Stephenson, Neal.	New York	Adventure stories.	0380973464 (hardcover)		918 p. ; 25 cm.
5774	Library automation for library technicians : an introduction  	Tracy, Joan I., 1928-	Metuchen, N.J.		0810818655		vi, 163 p.
5775	Disordered Systems and Biological Organization 	Bienenstock, E.	Berlin, Heidelberg	Electronic books.	9783642826573 electronic bk.3642826571 electronic bk.	NATO ASI series. Series F, Computer and systems sciences ; 20.	1 online resource (xxi, 405 pages)
5777	Microcomputers and libraries : a bibliographic sourcebook  	Kilpatrick, Thomas L., 1937-	Metuchen, N.J.		0810819775		xi, 726 p. ; 23 cm.
5778	The complete guide to e-security : protect your privacy on the Internet  	Chesbro, Michael.	New York		0806522798 9780806522791		160 p.
5780	Proceedings : Eighth International Conference on Scientific and Statistical Database Systems, June 18-20, 1996, Stockholm, Sweden  	Svensson, P. | French, James C.	Los Alamitos, Calif.		0818672641 (paper) 0818672668 (microfiche)		ix, 262 p.
5781	C++ plus data structures  	Dale, Nell (Nell B.)	Burlington, MA	Electronic books.	9781284089196 1284089193		1 online resource
5783	C++ plus data structures  	Dale, Nell (Nell B.)	Burlington, MA	Electronic books.	9781284089196 1284089193		1 online resource
5784	Programming projects in C for students of engineering, science, and mathematics  	Rostamian, Rouben, 1949-	Baltimore, Maryland	Electronic books.	9781611973501 (electronic book)1611973503 (electronic book)	Computational science and engineering ; 13.	1 online resource (xv, 393 pages).
5785	Using microcomputers in the social studies classroom  	Abelson, Robert B.,	Boulder, Colo.		0899942822 (pbk.)		iv, 140 p. ; 28 cm.
5787	Chinese computational linguistics and natural language processing based on naturally annotated big data : 16th China National Conference, CCL 2017, and 5th International...	Sun, Maosong, | Wang, Xiaojie, | Chang, Baobao, | Xiong, Deyi,	Cham	Electronic books.	9783319690056 (electronic bk.)3319690051 (electronic bk.) (print)	Lecture notes in computer science ; 10565. 0302-9743 Lecture notes in computer science. Lecture notes in artificial intelligence. LNCS sublibrary. SL 7, Artificial intelligence.	1 online resource (xviii, 482 pages)
5788	Large-scale scientific computing : 7th international conference, LSSC 2009, Sozopol, Bulgaria, June 4-8, 2009 : revised papers  	Lirkov, Ivan, | Margenov, Svetozar. | WaÅniewski, Jerzy,	Berlin	Electronic books. | Conference papers and proceedings.	softcover	Lecture notes in computer science ; 5910. LNCS sublibrary. SL 1, Theoretical computer science and general issues.	1 online resource (xvi, 839 p.)
5789	SQL Server 2000 : backup & recovery  	Desai, Anil.	Berkeley, Calif.		007213027X 9780072130270	Database professional's library.	xxi, 698 p.
5790	Classification in the Information Age : Proceedings of the 22nd Annual GfKl Conference, Dresden, March 4-6, 1998  	Gaul, Wolfgang.	Berlin, Heidelberg	Electronic books.	9783642601873 electronic bk.3642601871 electronic bk.	Studies in classification, data analysis, and knowledge organization.	1 online resource (xii, 608 pages)
5795	Introduction to computing using Python : an application development focus  	Perkovic, Ljubomir.	Hoboken, NJ		9780470618462 0470618469		xxiii, 484 p.
5796	Data structures and algorithms : with object-oriented design patterns in C++  	Preiss, Bruno R.	New York		0471241342 (hardcover	Worldwide series in computer science	xvii, 660 p.
5797	Data structures and algorithms : an object-oriented approach using Ada 95  	Beidler, John, 1941-	New York		0387948341 (hardcover	Undergraduate texts in computer science	xvi, 364 p.
5798	Data structures and algorithms with object-oriented design patterns in Java  	Preiss, Bruno R.	New York		0471346136 (cloth	Worldwide series in computer science	xvii, 635 p.
5799	Computer equity in math and science : a trainer's workshop guide  	Sanders, Jo Shuchat.	[New York]		0810823683 (alk. paper) 0810824175 (set)		ii, 134 p., 36 leaves
5801	Proceedings of the 3rd International Conference on Geoscience Information : Adelaide, South Australia, 1-6 June 1986  	Shelley, E. P.	Adelaide, [S.A.]		0908039506 (v. 2) 0908039484 (set) 0908039492 (v. 1)		2 v.
5802	Microcomputers and libraries : a guide to technology, products, and applications  	Rorvig, Mark E.	White Plains, N.Y.		0914236679 (pbk.)	Professional librarian series.	iii, 135 p.
5803	An introduction to research and the computer : a self-instructional package  	Vasu, Ellen Storey, 1948-	Chapel Hill		0891430857	North Carolina. University. IÌ²nstitute for Research in Social Science. IRS technical papers ; paper no. 1.	v, 37 p.
5805	Global LAnd Surface Satellite (GLASS) products : algorithms, validation and analysis  	Liang, Shunlin	Cham		9783319025872 3319025872	SpringerBriefs in earth sciences.	ix, 167 pages
5808	Instance Selection and Construction for Data Mining 	Liu, Huan.	Boston, MA	Electronic books.	9781475733594 electronic bk.1475733593 electronic bk.	International series in engineering and computer science ; 608.	1 online resource (xxv, 416 pages).
5813	Python for secret agents : analyze, encrypt, and uncover intelligence data using Python, the essential tool for all aspiring secret agents  	Lott, Steven F.	Birmingham, UK	Electronic books.	9781783980437 1783980435	Community experience distilled.	1 online resource
5817	Python for secret agents : analyze, encrypt, and uncover intelligence data using Python, the essential tool for all aspiring secret agents  	Lott, Steven F.	Birmingham, UK	Electronic books.	9781783980437 1783980435	Community experience distilled.	1 online resource
5818	Big data integration theory : theory and methods of database mappings, programming languages, and semantics  	MajkiÄ, Zoran.	Cham	Electronic books.	9783319041568 (electronic bk.) 3319041568 (electronic bk.)	Texts in computer science, 1868-0941	1 online resource (xx, 516 p.)
5819	Advances in cryptology : EUROCRYPT '98 ; International Conference on the theory and application of cryptographic techniques, Espoo, Finland, May 31 - June 4, 1998 ; proceedings  	Nyberg, Kaisa.	Berlin ; Springer, c1998.		3540645187	Lecture notes in computer science, 1403 0302-9743 ;	x, 606 p.
5820	Guide to data structures : a concise introduction using Java  	Streib, James T.	Cham, Switzerland	Electronic books.	9783319700854 (electronic bk.)3319700855 (electronic bk.) (print)	Undergraduate topics in computer science, 1863-7310	1 online resource (xiii, 376 pages)
5821	RMAN recipes for Oracle database 12c : a problem-solution approach  	Kuhn, Darl	[Berkeley, California]	Electronic books.	9781430248378 electronic bk.1430248378 electronic bk.	Expert's voice in Oracle.	1 online resource (lxvi, 730 pages)
5822	Chinese computational linguistics and natural language processing based on naturally annotated big data : 14th China National Conference, CCL 2015, and third International...	Sun, Maosong, | Liu, Zhiyuan, | Zhang, Min | Liu, Yang	Cham	Electronic books. | Conference papers and proceedings.	9783319258164 electronic bk.3319258168 electronic bk.	Lecture notes in computer science. Lecture notes in artificial intelligence ; 9427. LNCS sublibrary. SL 7, Artificial intelligence.	1 online resource (xvi, 426 pages)
5823	Number by Colors : a Guide to Using Color to Understand Technical Data  	Fortner, Brand.	New York, NY	Electronic books.	9781461218920 electronic bk.1461218926 electronic bk. print print		1 online resource (XXV, 349 pages)
5824	The potential impact of high-end capability computing on four illustrative fields of science and engineering  	National Research Council (U.S.). Committee on the Potential Impact of High-End Computing on Illustrative Fields of Science and Engineering.	Washington, DC		9780309124850 (pbk.) 0309124859 (pbk.) 9780309124867 (pdf) 0309124867 (pdf)		xiv, 142 p.
5829	High performance computing in science and engineering '08 : transactions of the High Performance Computing Center, Stuttgart (HLRS) 2008  	Nagel, Wolfgang E. | KrÃ¶ner, Dietmar. | Resch, Michael.	Berlin ; Springer, 2008.	Electronic books. | Conference papers and proceedings.	9783540883036 3540883037  Cloth128196512X 9781281965127 9783540883012 3540883010 6611965122 electronic bk.9786611965129 electronic bk.	Mathematics and Statistics (Springer).	1 online resource (xii, 613 pages)
5839	Multimedia Data Hiding 	Wu, Min.	New York, NY	Electronic books.	9780387217543 electronic bk.0387217541 electronic bk.		1 online resource (xix, 219 p.)
5840	Expert Oracle and Java security : programming secure Oracle database applications with Java  	Coffin, David.	Berkeley, CA	Electronic books.	9781430238324 electronic bk.1430238321 electronic bk.	Expert's voice in Oracle.	1 online resource (xxvi, 442 pages)
5842	Model-driven engineering for distributed real-time systems : MARTE modeling, model transformations and their usages  	Babau, Jean-Philippe.	London	Electronic books.	9781118558096 electronic bk.111855809X electronic bk.1118619617 electronic bk.9781118619612 electronic bk.1118619552 9781118619551		1 online resource (xv, 238 pages)
5850	CompTIA security+ SY0-201 video course. Domain 5, Cryptography  	Harris, Shon. | Miller, David,	[Indianapolis, Ind.]	Study guides.	9780789740069 0789740060		1 online resource (1 streaming video file (5 hr., 30 min., 17 sec.))
